Mes;07B1524;07B2529;07B3034;07B35;8B1524;8B2529;8B3034;8B35;12B1524;12B2529;12B3034;12B35;07CR1524;07CR2529;07CR3034;07CR35;8CR1524;8CR2529;8CR3034;8CR35;12CR1524;12CR2529;12CR3034;12CR35;07CB1524;07CB2529;07CB3034;07CB35;8CB1524;8CB2529;8CB3034;8CB35;12CB1524;12CB2529;12CB3034;12CB35;07M1524;07M2529;07M3034;07M35;8M1524;8M2529;8M3034;8M35;12M1524;12M2529;12M3034;12M35;07CH1524;07CH2529;07CH3034;07CH35;8CH1524;8CH2529;8CH3034;8CH35;12CH1524;12CH2529;12CH3034;12CH35;00B1524;00B2529;00B3034;00B35;00CR1524;00CR2529;00CR3034;00CR35;00CB1524;00CB2529;00CB3034;00CB35;00M1524;00M2529;00M3034;00M35;00CH1524;00CH2529;00CH3034;00CH35
2020-07;15579;7239;5735;5743;64879;34909;25214;17710;6183;12494;16539;14820;356;246;226;226;1228;656;464;226;154;313;415;285;79;9;11;14;3443;1724;1020;486;143;534;556;273;8436;4222;3377;3110;23936;20018;14671;8154;33651;14871;8584;4950;335;200;221;262;2466;2127;1787;1301;919;2070;2556;1834;86641;54642;47488;38273;1461;978;890;525;3665;2267;1587;773;66023;39111;26632;16214;3720;4397;4564;3397
2020-08;14908;6852;5595;5519;62417;33640;23952;16573;6150;12016;15712;13884;344;306;239;242;1208;685;411;207;161;349;401;284;95;10;18;15;3772;1944;1164;538;167;596;649;344;8876;4559;3551;3281;24950;20681;15235;8190;34853;15413;9170;5318;302;249;207;266;2481;2038;1717;1279;838;1942;2445;1793;83475;52508;45259;35976;1464;1044;830;506;4034;2550;1831;897;68679;40653;27956;16789;3621;4229;4369;3338
2020-09;14721;6993;5562;5411;63355;34411;24235;16788;6213;12545;16919;14529;349;279;258;223;1149;777;474;237;171;319;444;278;85;15;14;20;4216;2206;1373;598;182;657;719;390;8984;4682;3628;3460;25838;21904;15991;8772;35714;16198;9628;5494;277;247;220;251;2504;2067;1704;1297;900;2033;2537;1976;84289;53949;46716;36728;1405;1111;932;535;4483;2878;2106;1008;70536;42784;29247;17726;3681;4347;4461;3524
2020-10;14331;6648;5255;5268;60918;32646;23122;16148;6030;11714;15705;14069;355;297;272;247;1082;677;486;244;149;334;395;292;104;10;14;20;4340;2008;1291;668;188;669;752;403;8816;4507;3471;3419;24611;21045;15384;8691;34836;15412;9284;5398;280;245;196;264;2580;2118;1751;1312;875;1990;2493;1839;81279;51008;44082;35485;1335;1021;895;556;4632;2687;2057;1091;68263;40964;28139;17508;3735;4353;4440;3415
2020-11;13526;6481;5022;5045;58714;31914;22470;15801;5820;11332;14834;13080;315;266;216;212;1139;732;423;243;142;331;385;249;99;16;11;24;4238;2065;1288;631;198;571;668;345;8197;4172;3195;3036;22618;18732;13584;7675;31599;13953;8487;4904;303;235;242;248;2348;2137;1669;1245;864;1926;2419;1755;78060;49727;42326;33926;1380;1079;819;516;4535;2652;1967;1000;62414;36857;25266;15615;3515;4298;4330;3248
2020-12;14134;6669;5252;5314;61945;33808;23368;16262;6083;11962;14956;12983;317;298;232;178;1167;653;412;225;156;281;410;280;99;17;14;18;4039;2015;1237;574;198;616;679;362;8028;4038;3099;2800;21921;18667;13433;7298;30912;13781;7939;4662;320;253;235;261;2488;2133;1740;1272;775;1881;2345;1679;82162;52439;43576;34559;1422;951;836;523;4336;2648;1930;954;60861;36486;24471;14760;3583;4267;4320;3212
2021-01;14362;6672;5428;5436;64112;34365;24057;17032;5856;12158;15511;13163;265;229;227;201;993;601;360;202;161;295;365;212;70;10;16;16;3459;1597;1033;504;153;485;544;274;8172;4035;3013;2835;19623;16485;12298;6865;29296;12770;7429;4136;275;244;234;235;2207;2063;1678;1259;742;1769;2391;1638;84330;53195;44996;35631;1224;906;741;430;3682;2092;1593;794;57091;33290;22740;13836;3224;4076;4303;3132
2021-02;13401;6542;5176;5263;60370;32963;22976;16565;5703;11625;14698;13058;217;227;197;166;963;592;358;194;129;282;319;238;62;15;10;15;2799;1400;901;423;123;440;475;238;7150;3389;2628;2437;17381;14661;11111;6252;26054;11324;6696;3738;229;226;194;191;2044;1730;1451;1120;605;1651;2119;1567;79474;51130;42850;34886;1154;889;687;447;2984;1855;1386;676;50585;29374;20435;12427;2878;3607;3764;2878
2021-03;15110;7273;5692;5942;68518;37321;26349;18860;6205;13154;16992;15388;265;267;228;184;970;668;415;208;151;273;368;276;57;8;10;14;3060;1430;911;430;132;468;509;274;7928;3933;2923;2829;19447;16749;12225;7119;29064;12634;7597;4319;299;246;264;248;2152;2019;1565;1198;733;1726;2422;1691;89833;57748;49033;40190;1178;949;793;498;3249;1906;1430;718;56439;33316;22745;14267;3184;3991;4251;3137
2021-04;14430;7068;5664;5839;65916;36397;25234;18205;6044;12611;16379;14978;258;257;227;194;940;581;340;232;152;261;341;274;71;8;10;16;2977;1300;890;348;126;421;508;248;7699;3781;2927;2715;18486;16157;11850;6611;27874;12026;7278;4160;254;221;209;236;1987;1917;1568;1222;703;1638;2380;1729;86390;56076;47277;39022;1163;850;691;522;3174;1729;1408;612;54059;31964;22055;13486;2944;3776;4157;3187
2021-05;14927;7226;5708;5941;67550;37312;25819;18876;6347;13111;17088;15657;254;232;207;211;979;708;382;229;159;292;370;276;70;10;10;13;2922;1404;869;402;132;412;459;285;8080;4154;3055;2906;19799;17264;12561;7127;29789;12876;7641;4294;265;202;229;227;2116;1878;1640;1276;697;1799;2285;1764;88824;57649;48615;40474;1208;1010;762;518;3124;1826;1338;700;57668;34294;23257;14327;3078;3879;4154;3267
2021-06;13441;6693;5156;5314;62729;34321;24149;17164;5917;12360;15816;14959;268;235;231;213;1026;624;378;232;144;300;382;278;71;16;9;13;2820;1304;916;407;144;454;471;262;7673;3793;3044;2853;19666;17437;13115;7660;29174;13186;7893;4470;266;247;207;252;2042;1869;1668;1245;685;1690;2464;1781;82087;53374;45121;37437;1241;940;769;523;3035;1774;1396;682;56513;34416;24052;14983;2993;3806;4339;3278
2021-07;13227;6639;5239;5238;62910;34611;24042;17293;5880;12617;16255;14798;300;258;228;201;1079;639;440;227;173;309;416;278;65;6;10;13;3178;1558;983;464;144;498;600;327;8398;4221;3210;2969;21741;19043;14100;7944;31205;13980;8275;4909;278;230;226;239;2152;2019;1715;1268;738;1787;2500;1923;82017;53867;45536;37329;1317;954;866;518;3387;2062;1593;804;61344;37244;25585;15822;3168;4036;4441;3430
2021-08;12816;6273;4939;5271;62658;34155;23777;16859;5940;12332;15881;14799;277;287;242;207;1051;733;422;235;152;307;399;275;93;10;12;14;3638;1689;1130;494;175;591;619;366;8955;4351;3282;3068;22769;19775;14887;8324;32422;14448;8956;5129;283;208;220;226;2027;1941;1748;1271;756;1877;2575;1904;81414;52760;44597;36929;1296;1050;833;524;3906;2290;1761;874;64146;38574;27125;16521;3066;4026;4543;3401
2021-09;12417;6248;4893;5087;62966;34651;23820;17048;5972;12564;16630;14826;299;278;239;244;1110;755;437;232;178;380;437;324;102;18;16;12;4039;1925;1257;582;211;619;635;364;8861;4630;3357;3162;24731;21421;16037;8852;34572;15518;9529;5432;216;221;195;246;2266;2059;1723;1252;834;1923;2643;1984;81355;53463;45343;36961;1390;1153;890;568;4352;2562;1908;958;68164;41569;28923;17446;3316;4203;4561;3482
2021-10;12379;6297;4796;5079;61230;33891;22937;16586;5754;12105;15773;14416;315;267;234;229;1161;734;459;237;163;336;413;333;117;21;14;17;4266;2035;1340;627;167;642;666;389;8589;4334;3220;3032;23405;20253;15190;8716;33210;14611;8952;5066;223;199;219;241;2242;2050;1634;1289;785;1902;2568;1954;79363;52293;43506;36081;1441;1091;886;587;4550;2698;2020;1033;65204;39198;27362;16814;3250;4151;4421;3484
2021-11;12111;6155;4829;4718;60472;33782;22855;15993;5593;11949;15323;13684;292;251;241;197;979;677;409;242;156;336;414;302;106;17;13;19;3733;1783;1216;570;202;566;611;373;8031;3964;3006;2924;21926;18954;14574;8266;30566;13689;8327;5028;197;171;190;197;2177;2039;1720;1282;762;1884;2544;1918;78176;51886;43007;34395;1241;1030;836;563;4041;2366;1840;962;60523;36607;25907;16218;3136;4094;4454;3397
2021-12;12027;6186;4969;5034;62250;34774;23245;17113;5738;12187;15406;14275;253;243;239;209;1089;730;423;258;147;336;432;322;93;11;10;25;3690;1764;1160;615;171;572;590;334;7981;3880;3035;2974;22285;19344;14814;8697;30630;13564;8449;5099;215;184;193;242;2229;2012;1686;1322;764;1901;2734;1937;80015;53147;43620;36422;1329;1077;865;605;3954;2347;1760;974;60896;36788;26298;16770;3208;4097;4613;3501
2022-01;12034;6194;4922;5049;63232;35211;24121;17295;5646;12336;15659;14502;259;228;242;203;1073;651;402;237;154;290;375;302;;;;;;;;;;;;;7760;3877;2995;2874;20735;18037;13442;8024;29758;12967;8141;4646;;;;;;;;;;;;;80912;53741;44702;36846;1227;941;777;539;;;;;58253;34881;24578;15544;;;;
2022-02;10847;5778;4643;4870;58385;33102;22874;16812;5541;12000;14961;14125;241;194;181;156;884;584;348;198;160;310;366;266;;;;;;;;;;;;;6979;3397;2635;2537;18475;16650;12618;7260;26801;11720;7415;4070;;;;;;;;;;;;;74773;50880;42478;35807;1044;894;714;464;;;;;52255;31767;22668;13867;;;;
2022-03;12077;6607;5168;5421;66053;37618;25791;19139;6205;13492;17000;15986;256;234;185;171;946;634;364;235;162;307;384;289;;;;;;;;;;;;;7650;3727;2965;2774;20500;18401;13667;8013;28898;13033;8228;4661;;;;;;;;;;;;;84335;57717;47959;40546;1108;941;748;524;;;;;57048;35161;24860;15448;;;;
2022-04;11405;6349;5068;5294;63843;36384;25116;18540;5816;12948;16089;15278;205;221;203;196;990;638;394;211;163;293;412;295;;;;;;;;;;;;;7023;3590;2750;2591;19092;17042;13206;7516;27128;11805;7456;4126;;;;;;;;;;;;;81064;55681;46273;39112;1153;931;806;506;;;;;53243;32437;23412;14233;;;;
2022-05;11710;6500;5246;5337;64156;37343;25477;19110;5987;13368;17068;16486;224;252;198;198;954;616;406;226;197;287;405;306;;;;;;;;;;;;;7221;3616;2871;2565;19443;17596;13541;8020;28317;12327;7888;4420;;;;;;;;;;;;;81853;57211;47791;40933;1151;903;811;532;;;;;54981;33539;24300;15005;;;;
2022-06;10611;5978;4713;4793;59459;34091;23473;17594;5615;12371;15789;15224;208;241;160;176;967;666;402;244;160;304;376;294;;;;;;;;;;;;;7250;3579;2741;2675;19361;17219;13628;7861;27274;12298;8020;4468;;;;;;;;;;;;;75685;52440;43975;37611;1127;970;778;538;;;;;53885;33096;24389;15004;;;;
2022-07;10285;5771;4585;4783;59448;33743;23406;17190;5719;12681;16198;15615;248;204;177;169;1004;595;410;213;160;312;393;277;;;;;;;;;;;;;7822;3769;2939;2793;21230;18987;14552;8686;28918;13121;8357;4779;;;;;;;;;;;;;75452;52195;44189;37588;1164;907;803;490;;;;;57970;35877;25848;16258;;;;
2022-08;9877;5557;4366;4649;57846;33789;23432;17392;5545;12727;16390;15167;240;255;249;206;1036;717;448;266;177;316;435;317;;;;;;;;;;;;;8178;4017;3238;3012;22423;20299;15805;9101;31030;14276;9191;5308;;;;;;;;;;;;;73268;52073;44188;37208;1213;1033;883;583;;;;;61631;38592;28234;17421;;;;
2022-09;8857;5057;3998;4165;52375;31625;21629;15860;5352;12309;15793;14568;276;247;212;197;1074;717;444;275;179;324;450;332;;;;;;;;;;;;;8037;4009;3191;2991;22672;20792;16326;9046;31042;14418;9468;5338;;;;;;;;;;;;;66584;48991;41420;34593;1253;1041;894;607;;;;;61751;39219;28985;17375;;;;
2022-10;8859;5046;3995;4126;52412;31473;21032;15386;5100;11871;15215;14181;244;223;183;195;1039;631;409;261;190;332;433;282;;;;;;;;;;;;;7877;3887;3014;2831;21865;19824;15451;9037;30228;13300;8835;5017;;;;;;;;;;;;;66371;48390;40242;33693;1229;963;842;543;;;;;59970;37011;27300;16885;;;;
2022-11;9565;5374;4264;4319;56782;33938;22862;16429;5605;12590;15483;14912;226;247;204;184;1010;722;461;248;198;331;453;325;;;;;;;;;;;;;7525;3651;2919;2701;20698;18402;14495;8796;29291;13009;8553;4763;;;;;;;;;;;;;71952;51902;42609;35660;1208;1053;914;573;;;;;57514;35062;25967;16260;;;;
2022-12;10070;5798;4622;4485;61394;36232;24193;17749;5854;13210;16393;15322;233;201;209;183;1017;684;408;254;161;320;446;307;;;;;;;;;;;;;7432;3638;2855;2614;20961;18700;14916;8832;29169;12614;8358;4959;;;;;;;;;;;;;77318;55240;45208;37556;1178;1004;854;561;;;;;57562;34952;26129;16405;;;;
